QB,RB,WR,TE,OL,Offense,IDL,EDGE,LB,S,CB,Defense,Team,Year
32063900.0,9951728.0,16222301.0,12094038.0,26646044.0,96978011.0,11979291.0,11274881.0,33886063.0,11699875.0,10554173.0,79394283.0,Seahawks,2020
21507782.0,9372815.0,26854214.0,3078558.0,35991007.0,96804376.0,17819198.0,14691090.0,13006119.0,17770690.0,7025458.0,70312555.0,Falcons,2020
28656986.0,12651495.0,11274168.0,8237185.0,34553407.0,95373241.0,6427647.0,33179317.0,4658200.0,12992886.0,23135002.0,80393052.0,49ers,2020
29615000.0,10071475.0,15770933.0,12818826.0,26828544.0,95104778.0,15509386.0,14776363.0,14017409.0,6835585.0,15982911.0,67121654.0,Saints,2020
7882344.0,10305900.0,37184947.0,9965411.0,27247745.0,92586347.0,29271973.0,4182486.0,5961669.0,13144334.0,27676010.0,80236472.0,Bengals,2020
8405304.0,13923430.0,23880958.0,7419447.0,35630875.0,89260014.0,24137314.0,7290295.0,16794724.0,14908372.0,13037624.0,76168329.0,Giants,2020
13077156.0,7122592.0,19513770.0,16077000.0,32040903.0,87831421.0,11318006.0,34806798.0,15450481.0,8080983.0,22250416.0,91906684.0,Chargers,2020
29742082.0,4617451.0,16494036.0,12714317.0,22942443.0,86510329.0,33835477.0,12064881.0,3154812.0,6219689.0,12460591.0,67735450.0,Rams,2020
16294775.0,5188323.0,25075558.0,10102779.0,29765996.0,86427431.0,23369611.0,34953918.0,11570430.0,7673452.0,22163187.0,99730598.0,Bears,2020
15601427.0,12031841.0,16714487.0,2979798.0,35976093.0,83303646.0,26270183.0,11266370.0,12158932.0,9916654.0,4327671.0,63939810.0,Panthers,2020
23776471.0,4561066.0,17671718.0,10449973.0,22917842.0,79377070.0,8469068.0,26497026.0,16088641.0,8317073.0,27875270.0,87247078.0,Lions,2020
25787420.0,3152932.0,5904043.0,8917978.0,34322786.0,78085159.0,31946840.0,20928988.0,14097958.0,7531643.0,22491577.0,96997006.0,Steelers,2020
9578101.0,10593827.0,23209798.0,5105235.0,29353069.0,77840030.0,12796580.0,32876967.0,18224888.0,6926444.0,25002424.0,95827303.0,Cardinals,2020
22173100.0,7162164.0,17888635.0,11517438.0,17340511.0,76081848.0,8975453.0,11670056.0,24254783.0,23730611.0,7944494.0,76575397.0,Vikings,2020
21143235.0,4636838.0,5094070.0,5735630.0,37529075.0,74138848.0,14842436.0,23435574.0,10601855.0,17618175.0,12168640.0,78666680.0,Commanders,2020
3605328.0,11650746.0,18385266.0,2423440.0,37449919.0,73514699.0,13774273.0,10921606.0,2456912.0,13468641.0,40532199.0,81153631.0,Patriots,2020
10741087.0,2359512.0,20094445.0,6041573.0,30068651.0,69305268.0,18519603.0,7043171.0,16895382.0,8641644.0,9088228.0,60188028.0,Jets,2020
13738107.0,6048483.0,12934747.0,5150508.0,25769545.0,63641390.0,8882281.0,30184088.0,9679600.0,15602600.0,34531218.0,98879787.0,Dolphins,2020
2218968.0,4284150.0,13008642.0,7035664.0,34261623.0,60809047.0,9073262.0,10129711.0,24171380.0,6022218.0,15313716.0,64710287.0,Jaguars,2020
5966788.0,8155745.0,12794229.0,8389562.0,21116613.0,56422937.0,27706314.0,25887415.0,7122223.0,6137220.0,36177351.0,103030523.0,Ravens,2020
3938956.0,9025620.0,9316695.0,7139192.0,24536776.0,53957239.0,23618489.0,36419854.0,3752646.0,27037756.0,20138402.0,110967147.0,Broncos,2020
17953574.0,12035178.0,18397436.0,16112858.0,48082696.0,112581742.0,4940321.0,18031468.0,8430221.0,10599169.0,16475385.0,58476564.0,Browns,2021
19135600.0,9421449.0,33396526.0,8390452.0,33054614.0,103398641.0,7668124.0,31773423.0,11100359.0,5049344.0,15914305.0,71505555.0,Cowboys,2021
22136113.0,6827157.0,16192231.0,10466191.0,43792546.0,99414238.0,29958645.0,11329895.0,13284980.0,5690631.0,17788830.0,78052981.0,Colts,2021
7962377.0,3954009.0,31908707.0,6176082.0,45637619.0,95638794.0,18957019.0,17880400.0,16904572.0,15659946.0,4647896.0,74049833.0,Jets,2021
30581060.0,6594753.0,25476456.0,6298940.0,25662744.0,94613953.0,14912057.0,30741794.0,4859875.0,12249104.0,10494161.0,73256991.0,Packers,2021
13552013.0,7903400.0,27844841.0,11246722.0,32632000.0,93178976.0,18437066.0,20874895.0,14636136.0,6607793.0,10080486.0,70636376.0,Buccaneers,2021
8035281.0,8542094.0,34801898.0,7986554.0,32588937.0,91954764.0,19659580.0,25210644.0,8301664.0,7817229.0,22630464.0,83619581.0,Chargers,2021
33349156.0,8755882.0,9519367.0,7863493.0,29961607.0,89449505.0,8945797.0,37638133.0,7616028.0,9059886.0,12969437.0,76229281.0,49ers,2021
8947733.0,6466686.0,14495851.0,7042883.0,51489049.0,88442202.0,12950289.0,18128257.0,17240543.0,6730468.0,14101980.0,69151537.0,Jaguars,2021
33507500.0,8917195.0,12939419.0,6010177.0,26938287.0,88312578.0,9216698.0,11869192.0,22784624.0,11188515.0,6760542.0,61819571.0,Seahawks,2021
11081777.0,4387168.0,22461209.0,10860784.0,38223833.0,87014771.0,17619203.0,33036833.0,17081727.0,11793083.0,5346723.0,84877569.0,Cardinals,2021
12020333.0,15512770.0,9832138.0,7244014.0,41177168.0,85786423.0,10176787.0,10731638.0,10537795.0,18006045.0,11198678.0,60650943.0,Titans,2021
8984088.0,14243098.0,17100319.0,13588566.0,30547004.0,84463075.0,17946070.0,6332731.0,11369889.0,16104871.0,20717406.0,72470967.0,Giants,2021
11954381.0,5920953.0,38584072.0,10306584.0,16909929.0,83675919.0,13066824.0,11270090.0,9884867.0,12997394.0,34406144.0,81625319.0,Dolphins,2021
29429000.0,2651711.0,12173921.0,10820907.0,28356946.0,83432485.0,28858522.0,13833204.0,10355974.0,5057903.0,9639092.0,67744695.0,Falcons,2021
25765000.0,10563364.0,5819855.0,8743209.0,32231713.0,83123141.0,11778821.0,18564836.0,19055704.0,6248290.0,9303864.0,64951515.0,Raiders,2021
13591944.0,3951831.0,11023030.0,7081381.0,43517622.0,79165808.0,20312747.0,13948471.0,10373793.0,22785858.0,22097770.0,89518639.0,Commanders,2021
33286933.0,7166003.0,14628459.0,4765830.0,18976157.0,78823382.0,15957772.0,17192697.0,23783390.0,10655965.0,12555136.0,80144960.0,Vikings,2021
22848835.0,8294192.0,11736292.0,5623184.0,29182608.0,77685111.0,9920959.0,6488018.0,13244544.0,13656590.0,13021581.0,56331692.0,Texans,2021
9918102.0,11151410.0,20240018.0,8811429.0,25634500.0,75755459.0,24636551.0,18701932.0,6670520.0,11945326.0,33305529.0,95259858.0,Bengals,2021
12943981.0,4749059.0,22340141.0,2152750.0,32975145.0,75161076.0,21438386.0,24237883.0,23070184.0,13577981.0,13341560.0,95665994.0,Bills,2021
15162197.0,6793142.0,23816178.0,9240324.0,18640698.0,73652539.0,26939624.0,29052430.0,14937106.0,8872500.0,6517421.0,86319081.0,Bears,2021
4645686.0,5995321.0,17865475.0,15278024.0,29479424.0,73263930.0,9620537.0,17559662.0,22789047.0,20807958.0,20534652.0,91311856.0,Patriots,2021
21515000.0,6524693.0,15345744.0,8559019.0,19911195.0,71855651.0,24636263.0,10301210.0,2935466.0,4560477.0,17562194.0,59995610.0,Rams,2021
7063475.0,12823198.0,15644823.0,5387629.0,27755031.0,68674156.0,10943846.0,12395715.0,10360250.0,13133496.0,28883123.0,75716430.0,Broncos,2021
4266117.0,8210277.0,14666168.0,11853791.0,29430260.0,68426613.0,8119313.0,16877510.0,11701382.0,19014778.0,8281114.0,63994097.0,Saints,2021
29853066.0,5480165.0,8548274.0,6995881.0,15125238.0,66002624.0,23090770.0,10365229.0,11332162.0,6626320.0,22623955.0,74038436.0,Steelers,2021
9351714.0,5433901.0,22867909.0,9570894.0,18617755.0,65842173.0,18486165.0,29594317.0,15978427.0,23604868.0,9058130.0,96721907.0,Chiefs,2021
4028597.0,7309204.0,14428685.0,10494617.0,26461996.0,62723099.0,32559525.0,9520273.0,8917743.0,7035227.0,32040698.0,90073466.0,Ravens,2021
11654685.0,8710326.0,16677314.0,4033313.0,21170301.0,62245939.0,14544720.0,11028902.0,10498344.0,8287077.0,19983381.0,64342424.0,Panthers,2021
14042071.0,5166911.0,5166732.0,6768589.0,30734194.0,61878497.0,10650670.0,28999584.0,6343876.0,6480559.0,11531638.0,64006327.0,Lions,2021
2622691.0,3587095.0,10234216.0,5787910.0,38148853.0,60380765.0,21527711.0,16619103.0,5457482.0,5487108.0,15124292.0,64215696.0,Eagles,2021
22610408.0,23380916.0,16495796.0,15817500.0,58475758.0,136780378.0,11582200.0,23570853.0,11906268.0,10128724.0,21561150.0,78749195.0,Cowboys,2022
40200000.0,19573052.0,34271824.0,8769118.0,33133702.0,135947696.0,18443812.0,28782416.0,9970991.0,13607941.0,12815942.0,83621102.0,Titans,2022
34431000.0,17336882.0,14445545.0,28211591.0,39703480.0,134128498.0,11924872.0,15874221.0,8124775.0,13420660.0,13407257.0,62751785.0,Browns,2022
34300000.0,10118377.0,16930592.0,11302392.0,50630863.0,123282224.0,15716671.0,28657748.0,10292138.0,11621982.0,21511989.0,87800528.0,Lions,2022
34133017.0,4696931.0,29698350.0,9530323.0,42589265.0,120647886.0,21794000.0,18375636.0,11533578.0,22688454.0,31248732.0,105640400.0,Commanders,2022
39323381.0,7476059.0,21064191.0,13746827.0,36840103.0,118450561.0,36223629.0,20094170.0,8458476.0,12754009.0,12203236.0,89733520.0,Chiefs,2022
14851841.0,8141326.0,30821453.0,10420000.0,53451418.0,117686038.0,38263183.0,9181678.0,18943757.0,21675772.0,12314396.0,100378786.0,Cardinals,2022
6007350.0,7714387.0,38958130.0,31772489.0,31200973.0,115653329.0,22042397.0,27713354.0,9020038.0,16699924.0,24705358.0,100181071.0,Patriots,2022
37406195.0,5368378.0,17613160.0,11267523.0,43644813.0,115300069.0,11679191.0,42121591.0,19991683.0,18408959.0,18186939.0,110388363.0,49ers,2022
24622666.0,9423308.0,11685498.0,19847271.0,47135864.0,112714607.0,15924708.0,11790946.0,7862558.0,12009499.0,41579435.0,89167146.0,Ravens,2022
13990556.0,5993176.0,32092049.0,9651642.0,49253000.0,110980423.0,19448656.0,40915122.0,25375333.0,12944845.0,15986791.0,114670747.0,Jets,2022
25960000.0,7375238.0,23841904.0,7159301.0,45869483.0,110205926.0,17310715.0,24197390.0,9970470.0,25238464.0,26434891.0,103151930.0,Broncos,2022
34347336.0,16262080.0,22617674.0,6066693.0,29559117.0,108852900.0,17288355.0,22600631.0,22488812.0,12926357.0,12195937.0,87500092.0,Vikings,2022
21163000.0,13904043.0,27310091.0,7471310.0,37657852.0,107506296.0,12635260.0,17420930.0,22033333.0,7968659.0,19435504.0,79493686.0,Panthers,2022
12696293.0,7299624.0,34369396.0,19455093.0,31570509.0,105390915.0,28544030.0,30924945.0,13239042.0,15474157.0,34344153.0,122526327.0,Jaguars,2022
16374031.0,8084083.0,29682706.0,5839336.0,44670537.0,104650693.0,14427975.0,13278064.0,29066730.0,9025913.0,19634020.0,85432702.0,Buccaneers,2022
12724336.0,11257551.0,41562615.0,5007500.0,33192953.0,103744955.0,38558316.0,14538027.0,13748519.0,7841182.0,15358225.0,90044269.0,Giants,2022
10988406.0,11798280.0,41158649.0,8287693.0,31255979.0,103489007.0,19234045.0,41933385.0,11331825.0,16692708.0,24026998.0,113218961.0,Chargers,2022
16377489.0,13366670.0,25413408.0,20345054.0,27386399.0,102889020.0,28457058.0,12922261.0,20040294.0,12245862.0,31415609.0,105081084.0,Dolphins,2022
21095224.0,10228557.0,13192044.0,10186139.0,48084518.0,102786482.0,31348188.0,23081517.0,23368981.0,8422143.0,25395127.0,111615956.0,Colts,2022
33320878.0,10427629.0,16356905.0,11390308.0,30517376.0,102013096.0,26009778.0,21255586.0,11738322.0,15143968.0,17396695.0,91544349.0,Packers,2022
20792281.0,7896686.0,22433671.0,8019683.0,40064933.0,99207254.0,17823315.0,13255355.0,26642886.0,19013675.0,31181406.0,107916637.0,Bills,2022
5719896.0,5910242.0,22028563.0,7885367.0,57319679.0,98863747.0,44140132.0,23453097.0,7944176.0,5880047.0,19819512.0,101236964.0,Eagles,2022
7993395.0,10917265.0,28597977.0,12129739.0,36481785.0,96120161.0,12615728.0,23046816.0,13400163.0,18254901.0,19258160.0,86575768.0,Saints,2022
12075037.0,17219643.0,27018588.0,8168469.0,30676167.0,95157904.0,26007914.0,27713081.0,9424820.0,25456735.0,25137452.0,113740002.0,Bengals,2022
22989000.0,12959454.0,16967075.0,12083348.0,29360858.0,94359735.0,11922573.0,38613408.0,22844584.0,12192219.0,16234208.0,101806992.0,Raiders,2022
15220000.0,6226879.0,30531994.0,12364785.0,29876882.0,94220540.0,43855785.0,13898433.0,7657693.0,9004313.0,33298995.0,107715219.0,Rams,2022
5822429.0,8773711.0,22705290.0,8426778.0,43838831.0,89567039.0,10843624.0,20481789.0,18355294.0,12523667.0,24090336.0,86294710.0,Texans,2022
6556022.0,16014440.0,21951721.0,9396194.0,24822104.0,78740481.0,26690588.0,22677455.0,10389577.0,21711387.0,14216983.0,95685990.0,Seahawks,2022
5785000.0,6613472.0,14733401.0,11500161.0,33558713.0,72190747.0,22053531.0,6445038.0,26544089.0,6447570.0,17210459.0,78700687.0,Falcons,2022
5874080.0,13080705.0,11963073.0,7288884.0,26443345.0,64650087.0,15831694.0,26875270.0,24195818.0,21422586.0,9950672.0,98276040.0,Bears,2022
9132488.0,6595453.0,14253064.0,5919962.0,22769637.0,58670604.0,45949614.0,33890267.0,19455039.0,15964500.0,17229654.0,132489074.0,Steelers,2022
36613637.0,11131622.0,65298246.0,7629336.0,53174294.0,173847135.0,20749887.0,26457088.0,23136636.0,4070013.0,21037099.0,95450723.0,Buccaneers,2023
54993000.0,16780823.0,34740906.0,2945591.0,48210243.0,157670563.0,5131846.0,30436246.0,7462308.0,17759393.0,17911408.0,78701201.0,Browns,2023
16708395.0,16963000.0,40539638.0,20374141.0,55286113.0,149871287.0,11106727.0,42912028.0,19024026.0,24361666.0,31535704.0,128940151.0,Saints,2023
50070000.0,19400000.0,25846647.0,2680000.0,50020464.0,148017111.0,13529743.0,30495490.0,10457623.0,14080000.0,16274106.0,84836962.0,Cowboys,2023
870000.0,21539043.0,53655524.0,8944573.0,52620168.0,137629308.0,16113842.0,28582070.0,30888334.0,7699408.0,26399033.0,109682687.0,Panthers,2023
30650000.0,4551510.0,21802644.0,12067639.0,57401579.0,126473372.0,17680220.0,33947078.0,2052284.0,13408235.0,16492721.0,83580538.0,Lions,2023
34703000.0,12826326.0,49914767.0,13790000.0,14322792.0,125556885.0,11326056.0,6146384.0,13563859.0,17741359.0,5979260.0,54756918.0,Cardinals,2023
10523645.0,8659000.0,49202090.0,8165099.0,43603763.0,120153597.0,35737481.0,6531461.0,11900000.0,4801067.0,39233164.0,98203173.0,Dolphins,2023
37674567.0,17049182.0,29909933.0,2126733.0,31338470.0,118098885.0,16386081.0,33728249.0,21347396.0,25767643.0,3212446.0,100441815.0,Vikings,2023
27000000.0,3357933.0,42301909.0,4135853.0,40260909.0,117056604.0,22254788.0,20207113.0,12308009.0,21143464.0,25797671.0,101711045.0,Broncos,2023
35745000.0,9039964.0,31390000.0,7870000.0,31194667.0,115239631.0,8498073.0,42120080.0,2228410.0,4963021.0,4759363.0,62568947.0,Raiders,2023
36600000.0,17413052.0,21556987.0,5105000.0,33989844.0,114664883.0,23692436.0,40974916.0,16845419.0,23110537.0,12131758.0,116755066.0,Titans,2023
39772281.0,3593334.0,29475877.0,2365000.0,38300657.0,113507149.0,26556333.0,27093329.0,15105492.0,12686119.0,35786951.0,117228224.0,Bills,2023
47663381.0,6073006.0,11870000.0,17408445.0,28514079.0,111528911.0,27041668.0,34406693.0,5008253.0,15788149.0,6110032.0,88354795.0,Chiefs,2023
10912253.0,4469233.0,43187748.0,3639505.0,49049549.0,111258288.0,26507713.0,25630687.0,24112070.0,12767415.0,37928490.0,126946375.0,Jaguars,2023
20000000.0,2931207.0,44385624.0,11654786.0,32069541.0,111041158.0,28819133.0,26096254.0,13305232.0,4098651.0,29070731.0,101390001.0,Rams,2023
15445000.0,6453472.0,21675154.0,10748593.0,52954434.0,107276653.0,26464545.0,2000038.0,21415706.0,5173406.0,15443220.0,70496915.0,Falcons,2023
2793769.0,2859714.0,21776072.0,8461767.0,70746244.0,106637566.0,23947742.0,29213921.0,8529269.0,4008107.0,38003512.0,103702551.0,Eagles,2023
28884371.0,2521144.0,23722759.0,12650325.0,38352927.0,106131526.0,21500000.0,26380172.0,7474365.0,8046101.0,31403086.0,94803724.0,Commanders,2023
35563765.0,24399954.0,4488925.0,2891867.0,38249381.0,105593892.0,33904732.0,26765127.0,14111837.0,18649067.0,31890117.0,125320880.0,Packers,2023
9326876.0,12068280.0,43817379.0,10175232.0,29812699.0,105200466.0,19449722.0,60398385.0,7806893.0,3765324.0,31037814.0,122458138.0,Chargers,2023
1424209.0,2648858.0,31237225.0,2843249.0,65256973.0,103410514.0,16208548.0,13088695.0,12133971.0,7530099.0,19116708.0,68078021.0,Texans,2023
37050224.0,11404428.0,8865982.0,8211139.0,37783518.0,103315291.0,33098188.0,7146100.0,27732353.0,3430890.0,22335127.0,93742658.0,Colts,2023
9586549.0,3218176.0,35954400.0,18759999.0,29377490.0,96896614.0,10576225.0,37899419.0,21399009.0,14688069.0,25800518.0,110363240.0,Jets,2023
11515043.0,14704055.0,26129335.0,870000.0,41452715.0,94671148.0,29219973.0,31867875.0,4696399.0,0.0,20331595.0,86115842.0,Bengals,2023
876667.0,9242324.0,12196050.0,21407611.0,45890596.0,89613248.0,23645314.0,12355682.0,6925986.0,13837000.0,21943032.0,78707014.0,Ravens,2023
6490820.0,6447853.0,13216668.0,32912313.0,19288310.0,78355964.0,7357124.0,28980216.0,4550038.0,18403647.0,13524914.0,72815939.0,Patriots,2023
9301434.0,3184875.0,7817248.0,20308258.0,36034925.0,76646740.0,5798223.0,50794999.0,23915667.0,11848371.0,19591449.0,111948709.0,49ers,2023
6900000.0,2733051.0,31266684.0,1745000.0,29709844.0,72354579.0,44100530.0,12779785.0,6977048.0,5279878.0,24822305.0,93959546.0,Giants,2023
11517488.0,6493002.0,6257081.0,2552855.0,37411263.0,64231689.0,33171365.0,29288267.0,13212925.0,2482500.0,17946110.0,96101167.0,Steelers,2023
1885000.0,2633600.0,22077508.0,18149277.0,14734930.0,59480315.0,20495000.0,17832090.0,4766480.0,39706999.0,2929887.0,85730456.0,Seahawks,2023
7611896.0,3881860.0,3183798.0,4157447.0,27339611.0,46174612.0,14006795.0,26437206.0,3558834.0,20590086.0,4017747.0,68610668.0,Bears,2023